id,following
1620651618038419456,143636182
1620651618038419456,4211800833
1620651618038419456,880142286176231425
1620651618038419456,93711247
1620651618038419456,38679388
1620651618038419456,33838201
1620651618038419456,20536157
1620651618038419456,50393960
1620651618038419456,17471979
1620651618038419456,3108351
1620651618038419456,1636590253
1620651618038419456,13298072
1620651618038419456,10228272
1620651618038419456,4549162582
1620651618038419456,866953267
1620651618038419456,759251
1620651618038419456,17919972
1620651618038419456,11348282
1620651618038419456,44196397
1620651618038419456,1349149096909668363
1620651618038419456,143636182
1620651618038419456,4211800833
1620651618038419456,880142286176231425
1620651618038419456,93711247
1620651618038419456,38679388
1620651618038419456,33838201
1620651618038419456,20536157
1620651618038419456,50393960
1620651618038419456,17471979
1620651618038419456,3108351
143636182,768272538
143636182,2358300761
143636182,196635814
143636182,626849052
143636182,3247967476
143636182,320439510
143636182,201202497
143636182,29841654
143636182,234741737
143636182,747203874180653057
4211800833,1446133140964192256
4211800833,913267967185637377
4211800833,1490397761048559619
4211800833,302413828
4211800833,1329071740140490752
4211800833,971127993925029889
4211800833,308269557
4211800833,1378297447701753857
4211800833,614740381
4211800833,1153329011780665357
880142286176231425,169064623
880142286176231425,1164968668473843717
880142286176231425,919939970927943687
880142286176231425,1298662914698678279
880142286176231425,39878074
880142286176231425,26392098
880142286176231425,107436986
880142286176231425,930510644763287552
880142286176231425,43901113
880142286176231425,709404702
93711247,21578927
93711247,76538135
93711247,14678973
93711247,165713975
93711247,167463460
93711247,1095416403870580738
93711247,222522906
93711247,1563038755455307777
93711247,347645640
93711247,248024631
38679388,2860116159
38679388,1251551657227411456
38679388,20088765
38679388,23536666
38679388,1283458616285106183
38679388,950864012
38679388,149917241
38679388,17003765
38679388,12460982
38679388,227037531
33838201,1264252764345044993
33838201,322711407
33838201,82364810
33838201,54290504
33838201,52220019
33838201,115763683
33838201,1194202635114557440
33838201,1963617619
33838201,19367815
33838201,796092645193846784
20536157,1251551657227411456
20536157,1563038755455307777
20536157,1376638214920753154
20536157,17424053
20536157,1403022445511024643
20536157,1362899548541124609
20536157,1383967390556246018
20536157,398500188
20536157,96268540
20536157,1270530610293911552
50393960,2742904843
50393960,43533997
50393960,83521919
50393960,254515782
50393960,126124275
50393960,353428377
50393960,526391144
50393960,3240247527
50393960,186017092
50393960,84610416
17471979,18558612
17471979,1394433104316674048
17471979,1339966433351098370
17471979,50463892
17471979,36771809
17471979,204536240
17471979,784817564845215744
17471979,37023694
17471979,375596625
17471979,1460108109238571009
3108351,2774878370
3108351,300009838
3108351,829776300
3108351,28730834
3108351,2679030733
3108351,254386542
3108351,2648836646
3108351,996054186
3108351,21620436
3108351,1729206805
1636590253,44196397
1636590253,1103518614982819840
1636590253,432943643
1636590253,312681953
1636590253,15111011
1636590253,1198406491
1636590253,313381067
1636590253,1111766238093406208
1636590253,74755679
1636590253,25093616
13298072,1618601297510383616
13298072,1620480811303866369
13298072,121291606
13298072,1616163256413863943
13298072,856406682552946688
13298072,1405917556318392324
13298072,1346535293449428992
13298072,197801736
13298072,1201427034754318337
13298072,17060015
10228272,1405456199919734785
10228272,805133391159066625
10228272,3165311079
10228272,1308928918833987590
10228272,1249020707012587522
10228272,3348394661
10228272,182470358
10228272,1204681866176946176
10228272,216097444
10228272,180266993
4549162582,4531666948
4549162582,4554563667
4549162582,6853512
4549162582,4549072827
866953267,71026122
866953267,1539094263123922947
866953267,1548754874690576384
866953267,3378508786
866953267,1539458572324438017
866953267,40995832
866953267,1497347185528254469
866953267,1511701971522179075
866953267,1400968649549156360
866953267,415161968
759251,1315434762396479488
759251,12354832
759251,16376937
759251,1331641552020656129
759251,1382093383167049731
759251,612693486
759251,85131054
759251,14412533
759251,79096386
759251,277654637
11348282,7152572
11348282,15165493
11348282,1456357980216066048
11348282,1524476337314050048
11348282,1498382087048638480
11348282,1503438935808217088
11348282,1481392449402589184
11348282,1481690836228358145
11348282,1481394337900601352
11348282,1452706961565396996
44196397,19426551
44196397,2398137084
44196397,11094232
44196397,785411705916559360
44196397,1361124510
44196397,138882249
44196397,467823431
44196397,93714983
44196397,1390762874809761793
44196397,1474091860025122817
1349149096909668363,42562446
1349149096909668363,1352064843432472578
1349149096909668363,1351302423273472012
1349149096909668363,1351293685493878786
1349149096909668363,1351341047394295808
1349149096909668363,1351284403801108481
1349149096909668363,1351311448195166208
1349149096909668363,1349389044426403847
1349149096909668363,1349170292564905988
1349149096909668363,1349175483989188608
143636182,768272538
143636182,2358300761
143636182,196635814
143636182,626849052
143636182,3247967476
143636182,320439510
143636182,201202497
143636182,29841654
143636182,234741737
143636182,747203874180653057
4211800833,1446133140964192256
4211800833,913267967185637377
4211800833,1490397761048559619
4211800833,302413828
4211800833,1329071740140490752
4211800833,971127993925029889
4211800833,308269557
4211800833,1378297447701753857
4211800833,614740381
4211800833,1153329011780665357
880142286176231425,169064623
880142286176231425,1164968668473843717
880142286176231425,919939970927943687
880142286176231425,1298662914698678279
880142286176231425,39878074
880142286176231425,26392098
880142286176231425,107436986
880142286176231425,930510644763287552
880142286176231425,43901113
880142286176231425,709404702
93711247,21578927
93711247,76538135
93711247,14678973
93711247,165713975
93711247,167463460
93711247,1095416403870580738
93711247,222522906
93711247,1563038755455307777
93711247,347645640
93711247,248024631
38679388,2860116159
38679388,1251551657227411456
38679388,20088765
38679388,23536666
38679388,1283458616285106183
38679388,950864012
38679388,149917241
38679388,17003765
38679388,12460982
38679388,227037531
33838201,1264252764345044993
33838201,322711407
33838201,82364810
33838201,54290504
33838201,52220019
33838201,115763683
33838201,1194202635114557440
33838201,1963617619
33838201,19367815
33838201,796092645193846784
20536157,1251551657227411456
20536157,1563038755455307777
20536157,1376638214920753154
20536157,17424053
20536157,1403022445511024643
20536157,1362899548541124609
20536157,1383967390556246018
20536157,398500188
20536157,96268540
20536157,1270530610293911552
50393960,2742904843
50393960,43533997
50393960,83521919
50393960,254515782
50393960,126124275
50393960,353428377
50393960,526391144
50393960,3240247527
50393960,186017092
50393960,84610416
17471979,18558612
17471979,1394433104316674048
17471979,1339966433351098370
17471979,50463892
17471979,36771809
17471979,204536240
17471979,784817564845215744
17471979,37023694
17471979,375596625
17471979,1460108109238571009
3108351,2774878370
3108351,300009838
3108351,829776300
3108351,28730834
3108351,2679030733
3108351,254386542
3108351,2648836646
3108351,996054186
3108351,21620436
3108351,1729206805
768272538,64190466
768272538,1162043155937734656
768272538,1093102483612803073
768272538,1482540036898050048
768272538,94425945
768272538,751415284494397440
768272538,723210142997577730
768272538,1642644932
768272538,61859000
768272538,591853686
2358300761,1601159878990503937
2358300761,1344951
2358300761,143636182
2358300761,897143648495828992
2358300761,1344118650
2358300761,200111864
2358300761,840641907797688324
2358300761,3690901341
2358300761,505097933
2358300761,74176362
196635814,267291606
196635814,4775421802
196635814,1176218806768885767
196635814,1142436716172718080
196635814,228611002
196635814,1350448419245010944
196635814,1643863195
196635814,249826683
196635814,1555607539131219968
196635814,924028625376116736
626849052,826853688052432896
626849052,1125357036882014208
626849052,829770893572337664
626849052,930152933609689088
626849052,1051795722
626849052,420411751
626849052,781609133153722369
626849052,467297011
626849052,1026538464769175552
626849052,966954173714567168
3247967476,84620643
3247967476,1160395008
3247967476,181941029
3247967476,190970659
3247967476,793713520688988160
3247967476,305516456
3247967476,1461531558
3247967476,1158526265185439744
3247967476,887221302
3247967476,163814615
320439510,2398588094
320439510,755071908887031809
320439510,1131006138634440706
320439510,611152078
320439510,37261200
320439510,8013202
320439510,19018816
320439510,590287474
320439510,23037110
320439510,2990191270
29841654,48141619
29841654,3282859598
29841654,142393121
29841654,33487636
29841654,254068309
29841654,302413828
29841654,17220817
29841654,1232114578529669120
29841654,747269276
29841654,44869696
747203874180653057,182172898
747203874180653057,16448774
747203874180653057,137939758
747203874180653057,1162129597862948864
747203874180653057,1347551522977181696
747203874180653057,1001788237017468928
747203874180653057,167384954
747203874180653057,320439510
747203874180653057,1324540357036617730
747203874180653057,1043185714437992449
1446133140964192256,1424489461216419841
1446133140964192256,371304001
1446133140964192256,785892782
1446133140964192256,1266133057486172161
1446133140964192256,382849094
1446133140964192256,1503776119702568968
1446133140964192256,2557039075
1446133140964192256,786814436556222464
1446133140964192256,1106685868796973057
1446133140964192256,451384934
913267967185637377,1299832868655505411
913267967185637377,1467058200260366340
913267967185637377,283504901
913267967185637377,1013012350042066945
913267967185637377,847457999727673344
913267967185637377,1263419083992817665
913267967185637377,970779386260656128
913267967185637377,493212668
913267967185637377,1277592783558148097
913267967185637377,1451897210241748996
1490397761048559619,4121197102
1490397761048559619,1356248804899565569
1490397761048559619,3587348714
1490397761048559619,1363547013900611587
1490397761048559619,754393222563102720
1490397761048559619,1276790264158474242
1490397761048559619,1050779471731707904
1490397761048559619,1529562333751689217
1490397761048559619,269713045
1490397761048559619,459496578
302413828,3313864528
302413828,2455740283
302413828,314506719
302413828,44448194
302413828,1482169993047515140
302413828,182617385
302413828,1325419982004637698
302413828,36617822
302413828,402765713
302413828,1344118650
1329071740140490752,1408132868057055232
1329071740140490752,217109967
1329071740140490752,319919864
1329071740140490752,1567597308329558018
1329071740140490752,24152305
1329071740140490752,387150623
1329071740140490752,1303996934869454851
1329071740140490752,1376460804
1329071740140490752,575127104
1329071740140490752,1111268960
971127993925029889,3315017925
971127993925029889,1353288610863177733
971127993925029889,1088215613330337792
971127993925029889,1135233959833591808
971127993925029889,1481724584009388033
971127993925029889,845366152197017602
971127993925029889,1042016050618028032
971127993925029889,594960763
971127993925029889,1243544374820167693
971127993925029889,1263174043479539712
308269557,1139148140555190273
308269557,1621509481493561348
308269557,1267580358373052419
308269557,1621821583655305216
308269557,14275261
308269557,1171740713471684608
308269557,78002898
308269557,1299832868655505411
308269557,709269278462124032
308269557,4855625471
1378297447701753857,4883104323
1378297447701753857,3065618342
1378297447701753857,575549618
1378297447701753857,1374680253046603777
1378297447701753857,1390306174172495872
1378297447701753857,261391764
1378297447701753857,1954634462
1378297447701753857,877807935493033984
1378297447701753857,951586147611930629
1378297447701753857,574032254
614740381,49561416
614740381,1186892861641576449
614740381,313809911
614740381,786556440
614740381,841910365
614740381,1643339112
614740381,113691557
614740381,1525879090112352256
614740381,968364531792703490
614740381,415859364
1153329011780665357,186645352
1153329011780665357,1502030017991168001
1153329011780665357,29472374
1153329011780665357,1345894356776083462
1153329011780665357,1006303025990860800
1153329011780665357,3357078838
1153329011780665357,3517887557
1153329011780665357,39747123
1153329011780665357,1176534912343715841
1153329011780665357,733647469305864195
169064623,323417384
